日期	台積電收盤價_新台幣元	台積電成交量_千股	聯電收盤價_新台幣元	聯電成交量_千股
2006/4/14	38.81	37570	15.36	80313
2006/4/17	38.69	33897	15.29	55075
2006/4/18	38.75	28570	15.36	42773
2006/4/19	39.61	55084	15.66	91811
2006/4/20	39.89	37284	15.62	67379
2006/4/21	39.55	38210	16.17	196102
2006/4/24	38.92	40260	16.38	123461
2006/4/25	38.24	34997	15.91	78214
2006/4/26	39.38	36146	16.24	87713
2006/4/27	38.35	48943	15.69	88113
2006/4/28	38.86	44850	16.17	86414
2006/5/2	38.35	50363	16.17	77537
2006/5/3	38.24	40079	16.17	54861
2006/5/4	38.52	24623	16.27	50980
2006/5/5	39.09	52903	16.35	71438
2006/5/8	39.61	40011	16.46	41943
2006/5/9	38.81	40518	16.27	55247
2006/5/10	37.95	72439	15.51	107257
2006/5/11	38.01	41413	15.29	77295
2006/5/12	37.04	54979	15	63921
2006/5/15	36.07	59123	14.78	83645
2006/5/16	35.61	56328	14.82	60859
2006/5/17	36.35	32078	15.36	70541
2006/5/18	35.67	54522	15	72686
2006/5/19	35.67	41843	15.15	37608
2006/5/22	34.7	64656	14.42	90640
2006/5/23	34.87	57881	14.64	62559
2006/5/24	34.81	55806	14.64	63988
2006/5/25	34.13	50961	14.49	59310
2006/5/26	33.96	60013	14.38	92696
2006/5/29	34.36	32913	14.42	32209
2006/5/30	34.41	56003	14.71	51291
2006/6/1	35.04	45092	14.56	49470
2006/6/2	35.67	44386	14.78	44455
2006/6/5	34.47	53213	14.27	79428
2006/6/6	34.7	52481	14.2	115670
2006/6/7	34.3	32267	13.91	30502
2006/6/8	31.9	77526	13.69	94080
2006/6/9	33.39	68570	13.98	110829
2006/6/12	32.81	53475	13.91	79966
2006/6/13	32.07	52514	13.29	78161
2006/6/14	33.16	56391	13.51	67865
2006/6/15	32.42	43513	13.47	38837
2006/6/16	33.9	55763	13.65	60665
2006/6/19	33.9	65354	13.62	38453
2006/6/20	33.94	90105	13.29	67458
2006/6/21	34.31	33843	13.47	27761
2006/6/22	35.8	41977	13.91	52438
2006/6/23	35.11	28732	13.62	40744
2006/6/26	35.36	23838	13.76	23260
2006/6/27	35.61	36649	13.84	36240
2006/6/28	34.8	56513	13.73	51889
2006/6/29	35.18	50917	13.84	52797
2006/6/30	36.23	71062	14.13	59569
2006/7/3	36.29	29707	14.13	31222
2006/7/4	36.48	30547	14.13	37559
2006/7/5	35.8	23118	13.94	49361
2006/7/6	35.43	39106	13.94	33855
2006/7/7	35.3	38635	13.98	20191
2006/7/10	35.3	40595	14.13	39220
2006/7/11	34.99	26394	13.98	32666
2006/7/12	35.43	51799	13.91	66110
2006/7/13	34.93	19607	13.54	41043
2006/7/14	34.18	51765	13.18	72272
2006/7/17	33.38	55813	12.82	57369
2006/7/18	33.56	29145	12.89	33830
2006/7/19	33.38	31915	13.07	31064
2006/7/20	34.87	47771	13.4	44169
2006/7/21	34.06	42575	13.29	14162
2006/7/24	32.82	73938	13.07	34042
2006/7/25	33.38	43437	13.11	29196
2006/7/26	33.44	38375	12.96	46334
2006/7/27	33.63	51881	12.96	79414
2006/7/28	33.75	41208	13.07	35815
2006/7/31	34	39280	13.11	35869
2006/8/1	34.18	20951	13	55909
2006/8/2	34.06	21800	13.27	39208
2006/8/3	34.06	31636	13.61	72451
2006/8/4	34.06	35369	13.5	45063
2006/8/7	33.87	21730	13.42	36226
2006/8/8	34.43	21349	13.65	28546
2006/8/9	34.62	52883	13.83	43313
2006/8/10	35.24	60633	13.95	63254
2006/8/11	35.61	46282	13.87	37373
2006/8/14	35.74	24859	13.87	38969
2006/8/15	35.74	20332	13.91	23592
2006/8/16	36.6	57853	14.17	74356
2006/8/17	37.04	61508	14.48	122080
2006/8/18	36.98	57094	14.36	44228
2006/8/21	35.92	41362	13.87	61859
2006/8/22	36.48	20933	13.99	30808
2006/8/23	36.05	32007	13.87	44322
2006/8/24	35.3	36379	13.83	27181
2006/8/25	35.36	24443	13.76	25290
2006/8/28	34.87	26575	13.57	33456
2006/8/29	35.05	25771	13.61	32805
2006/8/30	35.55	26559	13.83	46134
2006/8/31	36.05	39871	13.57	62960
2006/9/1	36.48	28850	13.65	57880
2006/9/4	36.79	26586	13.8	38248
2006/9/5	36.36	14894	13.72	32892
2006/9/6	35.86	24842	13.65	42915
2006/9/7	35.43	23155	13.61	34899
2006/9/8	35.18	30453	13.61	41154
2006/9/11	34.93	36123	13.57	37922
2006/9/12	35.18	28381	13.38	61905
2006/9/13	36.23	44704	13.53	40812
2006/9/14	36.23	40242	13.5	45480
2006/9/15	36.6	41982	13.46	36116
2006/9/18	37.16	61233	13.91	80770
2006/9/19	37.53	51127	13.95	57644
2006/9/20	37.16	33679	13.91	39081
2006/9/21	37.53	33814	13.99	32927
2006/9/22	37.04	28446	13.91	33153
2006/9/25	37.04	15969	14.02	33720
2006/9/26	37.53	25915	13.99	35246
2006/9/27	37.78	34994	14.17	70288
2006/9/28	37.78	73392	14.1	59591
2006/9/29	37.04	45843	13.99	62936
2006/10/2	37.35	44256	14.06	43672
2006/10/3	37.22	31123	14.14	43626
2006/10/4	36.29	46198	13.87	52677
2006/10/5	37.66	44590	14.14	76120
2006/10/11	37.6	37659	13.83	64001
2006/10/12	37.84	31164	13.72	72968
2006/10/13	39.21	77469	13.87	51532
2006/10/14	39.09	14366	13.91	16442
2006/10/16	40.33	79594	14.29	77021
2006/10/17	39.02	37928	14.21	48551
2006/10/18	38.47	36474	13.95	29578
2006/10/19	37.84	38049	13.8	46478
2006/10/20	38.34	19634	13.83	26382
2006/10/23	37.97	12833	13.72	38125
2006/10/24	39.09	52307	13.83	54867
2006/10/25	38.65	38659	13.65	35895
2006/10/26	38.15	32907	13.61	66130
2006/10/27	38.78	37745	13.76	29292
2006/10/30	37.66	59490	13.72	46680
2006/10/31	37.84	27335	13.99	67270
2006/11/1	37.35	53625	13.76	45510
2006/11/2	37.72	37838	13.83	32610
2006/11/3	37.91	58670	13.83	44469
2006/11/6	37.53	35902	13.65	28808
2006/11/7	37.6	39860	13.87	33403
2006/11/8	37.47	28548	13.72	15458
2006/11/9	37.53	42123	13.76	59908
2006/11/10	37.72	31828	13.95	32835
2006/11/13	37.22	26736	13.8	16157
2006/11/14	37.72	24040	13.95	35438
2006/11/15	38.34	51705	14.25	113227
2006/11/16	38.59	36218	14.48	93606
2006/11/17	38.71	29897	14.4	59596
2006/11/20	38.59	34279	14.33	40873
2006/11/21	39.09	43956	14.48	51973
2006/11/22	39.09	36525	14.36	26815
2006/11/23	39.4	44009	14.48	39585
2006/11/24	39.33	24540	15	108031
2006/11/27	40.08	43708	16.02	265678
2006/11/28	39.71	34177	15.61	167059
2006/11/29	40.02	63843	15.8	125667
2006/11/30	40.64	72605	15.95	116605
2006/12/1	41.26	70330	15.83	115107
2006/12/4	41.13	51133	15.8	66857
2006/12/5	41.51	47385	15.57	57726
2006/12/6	42.13	48563	15.64	42782
2006/12/7	41.57	35640	15.53	51823
2006/12/8	41.01	38371	15.27	62773
2006/12/11	41.26	34618	15.12	45512
2006/12/12	39.83	41605	14.59	65675
2006/12/13	40.26	38820	14.36	85296
2006/12/14	39.77	23387	14.48	45701
2006/12/15	40.26	34343	14.48	70713
2006/12/18	41.32	33660	14.63	33783
2006/12/19	40.39	35788	14.59	23181
2006/12/20	40.2	33041	14.78	28757
2006/12/21	40.26	34216	14.82	37562
2006/12/22	40.7	9505	14.93	19259
2006/12/25	40.39	4142	14.74	13374
2006/12/26	40.95	19121	15	33036
2006/12/27	41.19	22944	15.04	37531
2006/12/28	41.01	20309	15.19	45455
2006/12/29	41.88	30811	15.27	36432
2007/1/2	42	26080	15.38	37634
2007/1/3	42.19	42087	15.15	52999
2007/1/4	42	22326	15.27	43959
2007/1/5	41.51	30580	15.08	51428
2007/1/8	40.82	24177	14.85	57126
2007/1/9	40.95	26029	14.93	45029
2007/1/10	39.83	73601	14.59	67032
2007/1/11	40.82	68880	14.59	64167
2007/1/12	42.87	132901	15.15	80803
2007/1/15	42.93	69647	15.27	41811
2007/1/16	43.61	75840	15.15	22453
2007/1/17	43.99	49116	15.08	33157
2007/1/18	44.17	54736	15	36443
2007/1/19	43.3	47010	14.78	37325
2007/1/22	42.81	54717	14.78	32247
2007/1/23	42.68	38923	14.78	17934
2007/1/24	43.74	79267	15.8	42140
2007/1/25	44.05	39324	16.29	388168
2007/1/26	42.19	122032	15.91	98652
2007/1/29	42.56	46136	15.95	47166
2007/1/30	42.19	40161	15.64	58289
2007/1/31	41.82	83280	15.57	39869
2007/2/1	41.57	33641	15.53	22572
2007/2/2	42.06	51908	15.57	47758
2007/2/5	42.06	26408	15.46	42245
2007/2/6	42.75	35949	15.53	48159
2007/2/7	42.68	30682	15.42	42604
2007/2/8	42.44	42167	15.23	53438
2007/2/9	42.19	60008	15.53	40327
2007/2/12	41.57	51696	15.38	32675
2007/2/13	40.82	59866	15.04	52455
2007/2/14	41.75	35749	15.08	78484
2007/2/26	42.75	91536	15.15	86751
2007/2/27	42.99	76436	15.23	69894
2007/3/1	41.38	93532	14.82	100071
2007/3/2	41.44	32176	14.78	61866
2007/3/3	41.01	22498	14.66	28085
2007/3/5	39.27	75532	14.06	80952
2007/3/6	40.39	68035	14.33	55750
2007/3/7	40.64	52233	14.29	58958
2007/3/8	40.88	42225	14.33	50404
2007/3/9	41.26	38270	14.36	38613
2007/3/12	41.69	923063	14.4	14050
2007/3/13	42.87	87093	14.78	44577
2007/3/14	42.13	48967	14.4	35773
2007/3/15	42.81	38643	14.59	24282
2007/3/16	42.81	32004	14.51	40911
2007/3/19	42.81	24123	14.44	24990
2007/3/20	42.93	27139	14.44	37321
2007/3/21	43.24	36404	14.55	29348
2007/3/22	43.55	63395	14.78	74719
2007/3/23	43.43	51587	14.7	33197
2007/3/26	43.43	17671	14.66	23557
2007/3/27	42.93	47382	14.66	40749
2007/3/28	42.37	36811	14.51	43650
2007/3/29	42.62	57719	14.48	71306
2007/3/30	42.13	40479	14.4	53193
2007/4/2	42.31	25260	14.4	42355
2007/4/3	42.19	27521	14.44	31476
2007/4/4	42.99	56830	14.55	38259
2007/4/9	42.81	42889	14.63	39716
2007/4/10	42.5	38469	14.7	52619
2007/4/11	42.99	30657	14.7	66961
2007/4/12	42.5	29601	14.59	43203
2007/4/13	42.37	15601	14.4	40625
2007/4/14	42.62	5168	14.48	9613
2007/4/16	41.88	25999	14.48	42431
2007/4/17	42.19	28747	14.4	29106
2007/4/18	42.56	47133	14.51	17766
2007/4/19	41.82	70396	14.33	38100
2007/4/20	41.88	36044	14.36	16093
2007/4/23	42.56	50260	14.4	24794
2007/4/24	43.3	61860	14.44	24908
2007/4/25	42.99	26492	14.36	29687
2007/4/26	43.37	58301	14.36	24153
2007/4/27	42.81	36622	14.36	33932
2007/4/30	42.62	41145	14.4	25846
2007/5/2	42.19	48789	14.48	27820
2007/5/3	42.44	62295	14.63	56621
2007/5/4	42.87	42949	14.78	58242
2007/5/7	42.5	39667	14.85	57003
2007/5/8	42.19	29005	14.82	28684
2007/5/9	42.19	32817	14.7	23689
2007/5/10	42.5	37976	14.78	27793
2007/5/11	41.88	48062	14.55	27251
2007/5/14	41.69	59013	14.78	36435
2007/5/15	41.26	51655	14.59	25051
2007/5/16	41.32	40961	14.55	21675
2007/5/17	42	50267	14.55	49775
2007/5/18	42.5	82399	14.48	201603
2007/5/21	42.93	68103	14.55	150215
2007/5/22	42.44	27201	14.55	47034
2007/5/23	42.75	60420	14.93	121736
2007/5/24	42.5	43678	14.85	41974
2007/5/25	41.82	67146	14.7	70044
2007/5/28	41.94	31020	14.74	14584
2007/5/29	42.56	50722	14.63	15487
2007/5/30	42.19	48143	14.63	34325
2007/5/31	42.31	57828	14.48	58758
2007/6/1	42.68	68599	14.7	23966
2007/6/4	42.87	70665	14.97	57727
2007/6/5	42.81	52772	15	36550
2007/6/6	42.75	115589	15.08	54315
2007/6/7	42.81	92534	15.04	39976
2007/6/8	43.27	143616	14.85	35969
2007/6/11	43.4	52367	15.08	66129
2007/6/12	42.87	61054	14.93	37764
2007/6/13	42.41	53172	14.82	31933
2007/6/14	43.01	62820	15.08	81643
2007/6/15	43.47	76232	14.97	44093
2007/6/20	45.19	155446	15.31	171928
2007/6/21	45.79	142946	15.19	82789
2007/6/22	45.65	60656	15.12	49961
2007/6/23	45.19	10384	15	18971
2007/6/25	46.58	98491	15.08	56240
2007/6/26	45.72	43650	14.97	47097
2007/6/27	45.98	44934	14.97	33870
2007/6/28	46.58	75851	15.08	61830
2007/6/29	46.91	65105	14.97	41085
2007/7/2	46.98	35289	15.08	27321
2007/7/3	47.11	45194	15.04	42716
2007/7/4	47.57	44850	15.12	60870
2007/7/5	47.24	49565	15.19	49343
2007/7/6	46.65	41338	15.8	142665
2007/7/9	47.64	54237	15.83	167750
2007/7/10	47.64	83493	16.18	139490
2007/7/11	47.9	61806	15.87	56277
2007/7/12	47.44	66499	15.79	64648
2007/7/13	48.3	87165	15.87	63816
2007/7/16	47.97	46981	15.64	65921
2007/7/17	48.1	30794	15.6	47758
2007/7/18	46.98	42427	15.48	65861
2007/7/19	46.31	66276	15.6	49212
2007/7/20	45.92	70094	15.64	54393
2007/7/23	45.45	55365	15.4	53883
2007/7/24	47.17	78730	15.6	50557
2007/7/25	46.05	43076	15.4	94710
2007/7/26	45.12	73793	15.21	66648
2007/7/27	42.34	258496	14.31	154071
2007/7/30	43.01	123376	14.27	89602
2007/7/31	43.01	107177	14.27	81835
2007/8/1	40.56	182661	13.81	119843
2007/8/2	42.21	95938	14.2	103886
2007/8/3	42.28	43132	14.2	83395
2007/8/6	41.42	50987	13.92	54908
2007/8/7	40.56	73079	13.96	64262
2007/8/8	41.55	78739	14.31	43416
2007/8/9	42.21	50518	14.78	82690
2007/8/10	40.69	78853	14.31	82619
2007/8/13	41.02	59721	14.43	34617
2007/8/14	40.96	42058	14.27	31657
2007/8/15	40.36	70353	13.96	63888
2007/8/16	39.1	115604	13.69	102714
2007/8/17	39.04	76859	13.38	92446
2007/8/20	41.15	61946	14	57267
2007/8/21	40.96	50053	13.81	46073
2007/8/22	40.29	38006	13.84	22781
2007/8/23	41.55	90673	14.27	56352
2007/8/24	40.76	54918	14.27	37850
2007/8/27	40.76	39025	14.23	31451
2007/8/28	40.62	37588	14.23	27070
2007/8/29	39.83	50736	13.88	43034
2007/8/30	40.03	32322	14.2	38980
2007/8/31	41.48	56964	14.43	51902
2007/9/3	41.42	28817	14.35	20628
2007/9/4	40.76	18728	14.35	35127
2007/9/5	40.89	30196	14.35	25478
2007/9/6	41.15	38974	14.31	47421
2007/9/7	41.02	26671	14.43	27426
2007/9/10	40.49	32964	14.27	33533
2007/9/11	40.56	19079	14.35	29341
2007/9/12	40.69	30811	14.43	55944
2007/9/13	40.1	30861	14.31	24892
2007/9/14	40.89	46438	14.74	64839
2007/9/17	40.23	28983	14.62	72504
2007/9/19	40.62	86823	14.97	251512
2007/9/20	40.36	66991	14.97	0
2007/9/21	40.69	29967	14.97	0
2007/9/26	40.69	86944	14.97	0
2007/9/27	42.08	74538	14.97	0
2007/9/28	42.08	66094	14.97	0
2007/9/29	41.88	10714	14.97	0
2007/10/1	42.28	58783	14.97	0
2007/10/2	42.94	109002	14.97	0
2007/10/3	43.01	78100	14.97	0
2007/10/4	42.48	39863	14.97	0
2007/10/5	42.74	27483	14.97	0
2007/10/8	43.01	63753	14.97	0
2007/10/9	42.87	41887	15.14	212583
2007/10/11	41.88	81045	14.46	104670
2007/10/12	40.56	78498	13.75	95212
2007/10/15	41.62	89465	13.59	70202
2007/10/16	41.29	79443	13.81	34585
2007/10/17	41.02	46880	13.75	32689
2007/10/18	41.62	32345	13.81	40221
2007/10/19	41.02	26624	13.68	23968
2007/10/22	40.1	79511	13.17	54520
2007/10/23	40.69	34749	13.26	30159
2007/10/24	40.23	32745	13.17	29042
2007/10/25	40.43	45847	13.26	21662
2007/10/26	40.76	72182	13.55	43344
2007/10/29	42.28	82961	14.1	87037
2007/10/30	41.68	37835	13.81	46040
2007/10/31	42.21	48023	13.72	37286
2007/11/1	42.48	54714	13.17	66544
2007/11/2	40.76	59728	12.75	69245
2007/11/5	41.35	63834	12.68	44933
2007/11/6	41.42	32628	12.72	29834
2007/11/7	41.68	78559	12.72	41360
2007/11/8	40.96	58066	12.49	55713
2007/11/9	41.22	68369	12.43	39266
2007/11/12	40.76	79044	12.17	58437
2007/11/13	40.82	55168	12.2	44536
2007/11/14	40.69	75838	12.52	61873
2007/11/15	40.29	49353	12.49	41528
2007/11/16	40.03	53111	12.39	31294
2007/11/19	40.03	70538	13.23	109851
2007/11/20	40.03	63682	13.23	89139
2007/11/21	38.77	82582	13.04	57937
2007/11/22	39.63	54956	12.84	31716
2007/11/23	39.43	54263	12.72	19753
2007/11/26	40.43	145414	12.88	43471
2007/11/27	39.1	82696	12.36	45267
2007/11/28	38.71	53723	12.23	30154
2007/11/29	39.7	58525	12.36	39880
2007/11/30	40.1	46817	12.46	37855
2007/12/3	39.57	40101	12.46	19703
2007/12/4	39.9	40964	12.46	15139
2007/12/5	40.29	112361	12.33	43241
2007/12/6	40.96	92882	12.55	41742
2007/12/7	41.42	164035	12.59	42895
2007/12/10	40.43	108295	12.55	19496
2007/12/11	41.48	77009	12.78	21301
2007/12/12	40.56	117102	12.43	30398
2007/12/13	40.16	138223	12.23	38523
2007/12/14	39.57	152144	12.36	51657
2007/12/17	39.37	66445	12.46	42717
2007/12/18	38.9	82296	12.39	48760
2007/12/19	39.17	86752	12.39	37497
2007/12/20	39.04	56472	12.49	25258
2007/12/21	39.04	76961	12.62	30405
2007/12/24	39.17	35798	12.84	37471
2007/12/25	39.43	25444	12.62	7657
2007/12/26	39.37	23920	12.81	15341
2007/12/27	40.82	126355	12.88	35174
2007/12/28	40.03	74121	12.97	49447
2007/12/31	41.02	38278	13.01	16046
2008/1/2	40.03	38970	12.65	38459
2008/1/3	39.3	34838	12.49	30545
2008/1/4	39.7	48400	12.36	28321
2008/1/7	36.92	103229	11.78	38674
2008/1/8	37.05	47333	11.55	36690
2008/1/9	37.71	45113	11.78	34011
2008/1/10	36.85	61534	11.75	28634
2008/1/11	36.39	72675	12.01	33327
2008/1/14	36.32	78262	12.26	50341
2008/1/15	38.04	98450	12.46	41018
2008/1/16	36.65	78668	11.91	32390
2008/1/17	36.19	51230	12.01	21524
2008/1/18	36.13	65496	11.88	44160
2008/1/21	35.27	42792	11.72	20299
2008/1/22	32.82	87258	11.17	51773
2008/1/23	33.74	78326	11.04	64564
2008/1/24	35.53	71476	11.23	29189
2008/1/25	36.72	50414	11.36	41234
2008/1/28	35.86	39643	11.13	47115
2008/1/29	37.71	58212	11.49	30675
2008/1/30	38.24	110696	11.49	25585
2008/1/31	39.63	171328	11.2	73233
2008/2/1	40.62	134709	11.17	24735
2008/2/12	39.7	103197	10.94	31444
2008/2/13	39.63	52231	11.07	24321
2008/2/14	41.02	106487	11.75	55012
2008/2/15	40.69	30297	11.59	19126
2008/2/18	39.7	52090	11.62	17739
2008/2/19	40.69	20133	11.88	21398
2008/2/20	40.43	41015	11.62	22335
2008/2/21	40.96	40472	11.81	15854
2008/2/22	40.29	37270	11.68	11340
2008/2/25	40.49	40050	11.62	24915
2008/2/26	41.29	69612	11.78	18578
2008/2/27	42.08	93695	12.07	42971
2008/2/29	40.76	63516	11.84	27436
2008/3/3	40.16	47078	11.65	24210
2008/3/4	41.62	75215	11.65	30312
2008/3/5	41.88	70208	11.52	28760
2008/3/6	42.94	64665	11.81	38153
2008/3/7	42.34	53049	11.62	19988
2008/3/10	40.49	59861	11.39	40774
2008/3/11	41.29	43343	11.26	36872
2008/3/12	42.21	46949	11.46	27590
2008/3/13	41.02	42306	11.26	22223
2008/3/14	40.43	45819	11.13	28048
2008/3/17	39.63	90229	10.84	54699
2008/3/18	39.63	47526	11.2	46728
2008/3/19	41.09	43275	11.52	41652
2008/3/20	41.42	54424	11.49	27519
2008/3/21	42.87	102433	11.84	67724
2008/3/24	44.59	130571	12.3	88855
2008/3/25	44.46	88061	12.36	52442
2008/3/26	44.33	54420	12.39	32457
2008/3/27	42.21	54821	12.26	26585
2008/3/28	41.22	109945	12.17	29936
2008/3/31	41.75	74468	12.07	23497
2008/4/1	40.89	49055	11.97	17285
2008/4/2	42.34	63875	12.39	39375
2008/4/3	42.61	28587	12.26	64138
2008/4/7	43.01	45908	12.3	18720
2008/4/8	42.61	42269	11.94	36518
2008/4/9	41.75	42859	11.78	35986
2008/4/10	42.68	47626	11.97	22820
2008/4/11	42.41	37041	11.84	24469
2008/4/14	41.68	36204	11.84	21037
2008/4/15	41.68	38174	11.84	17203
2008/4/16	43.14	46623	12.23	48823
2008/4/17	44.4	101937	12.43	73378
2008/4/18	44.2	33794	12.23	31171
2008/4/21	44.59	39126	12.26	33137
2008/4/22	44.53	38313	12.13	21266
2008/4/23	42.74	71084	12.13	15770
2008/4/24	42.28	63781	12.07	14059
2008/4/25	42.81	47933	12.26	17123
2008/4/28	44	75601	12.39	27731
2008/4/29	42.81	54316	12.04	27838
2008/4/30	44.13	78539	12.01	24326
2008/5/2	44.99	91955	12.23	38465
2008/5/5	44.46	44634	12.13	23491
2008/5/6	44.99	33326	12.23	10583
2008/5/7	45.12	55060	12.17	12768
2008/5/8	44.66	47242	12.01	16578
2008/5/9	43.87	43011	12.07	17671
2008/5/12	44.73	36493	12.23	29314
2008/5/13	45.59	64228	12.33	22807
2008/5/14	45.39	66677	12.23	14042
2008/5/15	45.39	83929	12.39	29554
2008/5/16	45.79	96717	12.88	131770
2008/5/19	45.92	81981	13.1	79365
2008/5/20	45.12	76013	12.65	46769
2008/5/21	44.53	42667	12.36	36806
2008/5/22	44.26	44427	12.23	29129
2008/5/23	43.34	60286	12.13	23592
2008/5/26	43.34	48696	11.94	23112
2008/5/27	43.54	32659	12.01	13522
2008/5/28	44.33	113604	11.94	20408
2008/5/29	44.4	102478	11.94	22664
2008/5/30	43.4	180096	12.2	51812
2008/6/2	44.73	52392	12.2	20079
2008/6/3	43.73	61836	11.84	28618
2008/6/4	44.4	34519	11.84	28924
2008/6/5	44.86	80969	11.91	34600
2008/6/6	45.26	88945	12.01	17301
2008/6/9	43.2	106078	11.68	22373
2008/6/10	42.28	89621	11.52	41480
2008/6/11	43.6	46577	11.42	23737
2008/6/12	42.87	74063	10.97	44429
2008/6/13	42.87	51762	10.97	31333
2008/6/16	43.6	36891	10.97	26563
2008/6/17	43.14	65787	10.97	17106
2008/6/18	43.34	34616	10.97	13908
2008/6/19	42.54	65982	10.78	52162
2008/6/20	42.15	67414	10.81	15490
2008/6/23	42.41	49181	10.78	15063
2008/6/24	42.48	60996	10.75	18044
2008/6/25	43.8	92105	10.94	30435
2008/6/26	43.01	55036	10.81	20061
2008/6/27	42.34	175633	10.42	42958
2008/6/30	43.01	88145	10.39	34753
2008/7/1	42.48	31903	10.42	19929
2008/7/2	40.89	79943	10.33	31260
2008/7/3	38.9	116787	10.2	31382
2008/7/4	39.04	56047	10.04	22423
2008/7/7	39.76	40723	10.1	20526
2008/7/8	38.97	70739	9.55	43317
2008/7/9	39.37	55499	9.71	26488
2008/7/10	39.37	43346	9.88	20015
2008/7/11	41.29	62911	10.33	54966
2008/7/14	40.1	40632	10.07	22948
2008/7/15	38.11	63640	9.62	31754
2008/7/16	38.24	86595	9.71	31414
2008/7/17	40.87	68546	10.1	47316
2008/7/18	41.22	68762	9.88	38602
2008/7/21	42.5	55506	10.23	29932
2008/7/22	41.15	65094	10	17299
2008/7/23	40.94	74949	10.13	45338
2008/7/24	41.86	40280	10.13	30974
2008/7/25	41.08	35148	9.75	50212
2008/7/29	39.09	73723	9.17	64634
2008/7/30	40.51	51289	9.26	26172
2008/7/31	39.94	50775	9.23	30300
2008/8/1	39.8	37132	9.04	27579
2008/8/4	39.59	23272	8.91	29074
2008/8/5	39.38	60099	8.52	59360
2008/8/6	41.79	82098	8.91	47095
2008/8/7	42.29	46110	9.2	60659
2008/8/8	43	78694	9.74	94124
2008/8/11	43.07	48792	9.49	50982
2008/8/12	43.5	63077	9.49	26806
2008/8/13	43.5	56037	9.49	20687
2008/8/14	43	423945	9.63	49292
2008/8/15	43.07	50429	9.53	36106
2008/8/18	42.72	50720	9.31	29823
2008/8/19	42.64	50724	9.17	36398
2008/8/20	42.64	39486	9.31	28484
2008/8/21	42.22	46397	9.17	23694
2008/8/22	42.79	52249	9.21	26457
2008/8/25	43	52467	9.28	22305
2008/8/26	42.64	53304	9.24	13612
2008/8/27	42.93	65758	9.49	31194
2008/8/28	42.72	80166	9.45	91930
2008/8/29	41.86	78359	9.49	36825
2008/9/1	40.23	118979	9.31	35626
2008/9/2	38.59	116605	9.17	30696
2008/9/3	39.09	79092	9.13	29907
2008/9/4	37.95	71986	8.92	34561
2008/9/5	37.67	81848	8.56	40332
2008/9/8	40.3	64455	9.13	32788
2008/9/9	38.59	50434	8.92	22524
2008/9/10	38.17	65933	8.74	43611
2008/9/11	37.17	72552	8.21	43435
2008/9/12	37.46	37081	8.03	54860
2008/9/15	36.75	41170	7.56	46936
2008/9/16	36.25	60627	7.21	85945
2008/9/17	37.6	108360	7.28	65846
2008/9/18	36.96	153150	6.84	84552
2008/9/19	39.52	132119	7.31	84465
2008/9/22	39.66	64588	7.6	74838
2008/9/23	39.09	56418	7.6	48563
2008/9/24	37.88	41015	7.92	89701
2008/9/25	37.67	40506	7.89	45547
2008/9/26	37.95	73642	7.85	62726
2008/9/30	37.31	78742	7.31	28224
2008/10/1	37.31	46482	7.31	39042
2008/10/2	36.53	51584	7.21	27345
2008/10/3	36.53	57135	7.14	24649
2008/10/6	34.83	59504	7.14	50683
2008/10/7	35.32	49124	7.6	52124
2008/10/8	32.87	88077	7.07	35220
2008/10/9	32.77	65030	7.14	40176
2008/10/13	33.16	96441	6.96	37622
2008/10/14	35.47	92253	7.42	16205
2008/10/15	34.26	68406	7.49	51917
2008/10/16	33.09	24634	7.24	12724
2008/10/17	31.95	55135	6.99	56499
2008/10/20	31.42	74263	6.85	50357
2008/10/21	31.34	73059	6.64	45339
2008/10/22	30.28	48389	6.41	37867
2008/10/23	29.25	29118	6.19	24195
2008/10/24	28.25	59949	5.97	25370
2008/10/27	27.22	65208	5.56	45161
2008/10/28	28.22	84075	5.34	65578
2008/10/29	29.85	107275	5.71	32960
2008/10/30	31.91	73018	6.11	95446
2008/10/31	34.12	107753	6.53	126385
2008/11/3	33.41	80849	6.75	85431
2008/11/4	34.12	58437	6.42	47163
2008/11/5	34.12	74630	6.35	43847
2008/11/6	31.73	47506	5.91	32884
2008/11/7	30.92	125918	5.71	75252
2008/11/10	30.7	63403	5.96	31805
2008/11/11	30.63	38829	5.96	33422
2008/11/12	30.85	58258	5.78	31124
2008/11/13	28.79	58146	5.57	33220
2008/11/14	29.64	49143	5.96	24286
2008/11/17	29	43433	5.77	28701
2008/11/18	27.36	70085	5.46	40412
2008/11/19	27.01	50873	5.43	24180
2008/11/20	26.16	46181	5.05	37828
2008/11/21	27.36	57417	5.19	31998
2008/11/24	26.51	51563	5	25786
2008/11/25	28.36	83669	5.34	43363
2008/11/26	27.72	57744	5.3	36884
2008/11/27	29.07	63245	5.63	31761
2008/11/28	29	50939	5.78	43954
2008/12/1	29	66276	5.71	47866
2008/12/2	26.97	83672	5.31	26395
2008/12/3	26.4	73778	5.02	49932
2008/12/4	26.33	59908	4.92	35552
2008/12/5	26.44	41398	4.85	29396
2008/12/8	28.29	101119	5.14	58043
2008/12/9	29	79461	5.06	48335
2008/12/10	31.02	115663	5.28	86277
2008/12/11	31.91	87626	5.22	79537
2008/12/12	29.71	69509	5.03	65034
2008/12/15	30.88	68515	5.28	38845
2008/12/16	31.63	58116	5.22	26522
