number,academic,conduct,year
6693,73,89,2
6694,64.84,89,2
6695,39.17,87,1
6696,53.25,89,2
6697,67.42,89,2
6698,78.19,93,2
6699,67.35,89,2
6700,69.05,93,2
6701,52.53,80,2
6702,59.2,80,2
6703,45.31,80,2
6704,91.88,87,2
6705,53.45,86,2
6706,55.8,80,2
6707,65.1,90,2
6708,69.89,87,2
6709,78.68,87,2
6710,61.35,86,2
6711,40.9,86,2
6712,47.36,86,2
6713,48.76,81,2
6714,78.4,87,2
6715,45.38,79,2
6716,52.14,87,2
6717,49.07,87,2
6718,66.61,89,2
6719,63.95,86,2
6720,52.75,87,2
6721,34.94,88,2
6722,70.9,81,2
6723,63.27,83,2
6724,77.67,86,2
6725,57,86,2
6726,57.33,87,2
6727,56.86,88,2
6728,40.06,87,2
6729,55.43,86,2
6730,50.57,87,2
6731,51,86,2
6732,71.23,85,2
6733,57.91,86,2
6734,45.8,86,2
6735,63.2,81,2
6736,63.4,86,2
6737,72,91,2
6738,59.64,87,2
6739,78.65,87,2
6740,17.33,85,2
6741,82.67,85,2
6742,78.7,86,2
6743,60.09,87,2
6744,37.15,87,2
6745,65.3,87,2
6746,81.6,87,2
6747,72.58,85,2
6748,6.67,85,2
6749,74.24,85,2
6750,29.59,87,2
6751,73.1,85,2
6752,65.55,81,2
6753,59,87,2
6754,26.32,85,2
6755,39.43,80,2
6756,51.61,88,2
6757,59.52,81,2
6758,34.28,88,2
6759,61.55,86,2
6760,42.33,88,2
6761,63.28,85,2
6762,63.33,88,2
6763,52.15,81,2
6764,50.89,90,2
6765,52.05,87,2
6766,52.56,88,2
6767,66.72,88.5,2
6768,58.33,90,2
6769,56.82,85,2
6770,53.76,82,2
6771,50.2,87,2
6772,59.62,88,2
6773,56.3,85,2
6774,42.24,89,2
6775,62.39,85,2
6776,40.57,83,2
6777,80.95,85,2
6778,71.72,88,2
6779,68.4,85,2
6780,72.24,89,2
6781,52.53,85,2
6782,63.94,87,2
6783,73.5,85,2
6784,65.78,85,2
6785,51.48,85,2
6786,17,85,2
6787,14.71,87,2
6788,73,85,2
6789,49.63,85,2
6790,71.38,88,2
6791,62.9,81,2
6792,75.47,82,2
6793,76.58,85,2
6794,59.81,90,2
6795,51.28,81,2
6796,22.06,88,2
6797,73.54,85,2
6798,57.52,81,2
6799,27.29,87,2
6800,69.26,85,2
6801,83.48,88,2
6802,59.3,85,2
6803,58.73,83,2
6804,83.14,85,2
6805,73.77,87,2
6806,63.7,81,2
6807,59.06,86,2
6808,69,85,2
6809,70,85,2
6810,57.85,85,2
6811,78,86,2
6812,83.59,81,2
6813,71.53,85,2
6814,84.41,85,2
6815,67.33,85,2
6816,83.53,85,2
6817,80.11,85,2
6818,62.48,85,2
6819,77.53,87,2
6820,68.65,85,2
6821,74.58,85,2
6822,72.25,85,2
6823,74,85,2
6824,75,87,2
6825,60.29,85,2
6826,78.53,85,2
6827,88.75,85,2
6828,75.29,86,2
6829,70.95,87,2
6830,80.76,86,2
6831,87.68,85,2
6832,65.78,85,2
6833,79.05,85,2
6834,80.11,85,2
6835,49,85,2
6836,70.87,85,2
6837,76.26,85,2
6838,78.82,85,2
6839,85.94,85,2
6840,72.81,85,2
6841,58,91,2
6842,58.41,85,2
6843,68.95,85,2
6844,65.82,85,2
6845,61.27,85,2
6846,61.89,86,2
6847,71.07,85,2
6848,76.88,85,2
6849,87.06,85,2
6850,70,85,2
6851,66.58,86,2
6852,78.63,85,2
6853,48.89,85,2
6854,78.58,81,2
6855,62.86,85,2
6856,73.65,85,2
6857,3.62,76,2
6858,54.47,85,2
6859,66.83,85,2
6860,50.38,87,2
6861,59.06,87,2
6862,79.1,89,2
6863,68.88,87,2
6864,66.5,88,2
6865,77.2,87,2
6866,71.44,88,2
6867,73.5,87,2
6868,68.28,89,2
6869,64.56,88,2
6870,62.06,90,2
6871,81.68,87,2
6872,65.45,88,2
6873,74.14,87,2
6874,70.28,87,2
6875,52.93,87,2
6876,82.45,90,2
6877,70.4,88,2
6878,58.67,87,2
6879,91.1,85,2
6880,82.8,90,2
6881,88.15,87,2
6882,66.85,90,2
6883,74.5,87,2
6884,55.82,93,2
6885,74.33,88,2
6886,82.27,93,2
6887,89.3,87,2
6888,74.6,90,2
6889,69.33,87,2
6890,72.13,88,2
6891,61.44,88,2
6892,68.78,91,2
6893,56.28,87,2
6894,65.06,89,2
6895,62.56,87,2
6896,67.2,89,2
6897,69.83,87,2
6898,52.44,91,2
6899,67.05,87,2
6900,70.5,93,2
6901,74.7,83,2
6902,68.2,90,2
6903,65.13,88,2
6904,80.75,88,2
6905,67.78,88,2
6906,53.95,87,2
6907,56.05,84,2
6908,62.05,87,2
6909,54.56,89,2
6910,79.75,87,2
6911,70.91,88,2
6912,71.6,88,2
6913,77.76,87,2
6914,67.06,87,2
6915,70.38,82,2
6916,68.33,87,2
6917,65.32,87,2
6918,86.41,87,2
6919,70.14,87,2
6920,78.26,87,2
6921,76.48,87,2
6922,64.05,87,2
6923,76.5,85,2
6924,72.58,87,2
6925,79.53,87,2
6926,63.75,87,2
6927,71.76,84,2
6928,78.94,90,1
6929,72.47,87,2
6930,80.21,87,2
6931,72.1,87,2
6932,78.61,89.5,2
6933,73.43,87,2
6934,71.06,86,2
6935,68.32,87,2
6936,66,89,2
6937,54.44,84,2
6938,77.71,87,2
6939,62.38,87,2
6940,39.2,86,2
6941,83.53,87,2
6942,29.13,82,2
6943,58.07,84,2
6944,75.24,87,2
6945,80.67,87,2
6946,45.05,79,2
6947,12.89,77,2
6948,33.82,87,2
6949,80.85,84,2
6950,68.32,88,2
6951,79.5,85,2
6952,76.19,85,2
6953,68.16,88,2
6954,58.85,87,2
6955,74.9,86,2
6956,72.65,88,2
6957,69.3,83,2
6958,72.3,87,2
6959,69,88,2
6960,66.95,87,2
6961,72.7,88,2
6962,83.41,84,2
6963,75.08,87,2
6964,70.86,85,2
6965,77.14,87,2
6966,67.9,86,2
6967,67.88,85,2
6968,67,87,2
6969,74.54,88,2
6970,82.3,87,2
6971,80.2,87,2
6972,70.87,87,2
6973,82.05,87,2
6974,78,87,2
6975,70.72,87,2
6976,80.29,87,2
6977,72.65,87,2
6978,71.5,87,2
6979,69.44,87,2
6980,78.53,87,2
6981,68.95,87,2
6982,63.39,86,2
6983,82.81,86,2
6984,72.2,87,2
6985,78.7,86,2
6986,75.19,88,2
6987,82.38,87,2
6988,74.45,89,2
6989,82.11,89,2
6990,76.55,87,2
6991,78.05,87,2
6992,70.06,85,2
6993,78,85,2
6994,67.42,86,2
6995,77.79,87,2
6996,69.27,87,2
6997,67.42,87,2
6998,81.72,87,2
6999,62.65,84,2
7000,65.28,87,2
7001,73.5,91,2
7002,81.52,87,2
7003,70.33,87,2
7004,80.18,87,2
7005,67.21,84,2
7006,64.18,89,2
7007,65.78,87,2
7008,76.23,89,2
7009,65.83,84,2
7010,63.83,84,2
7011,67.05,85,2
7012,57.67,79,2
7013,82.6,87,2
7014,78.5,92.5,2
7015,71.65,88,2
7016,67.69,87,2
7017,83.18,86,2
7018,80.82,88,2
7019,58.17,79,2
7020,79.15,83,2
7021,68.71,88,2
7022,79.94,87,2
7023,65.52,86,2
7024,82.53,87,2
7025,77.95,86,2
7026,83.05,86,2
7027,75.33,86,2
7028,76.63,85,2
7029,84.05,87,2
7030,76.53,85,2
7031,81.58,85,2
7032,65.68,84,2
7033,81,85,2
7034,74.47,87,2
7035,85.32,86,2
7036,84.67,88,2
7037,78.74,89,2
7038,75.18,87,2
7039,79.48,85,2
7040,70.05,85,2
7041,71.38,85,2
7042,77.65,87,2
7043,64.05,88,2
7044,91.26,86,2
7045,81.95,86,2
7046,76.93,86,2
7047,80.15,87,2
7048,80.05,85,2
7049,70.79,86,2
7050,70.53,87,2
7051,70.62,86,2
7052,79.53,86,2
7053,70.73,86,2
7054,56.16,85,2
7055,74.16,85,2
7056,84.85,85,2
7057,94,87,2
7058,87.35,88,2
7059,82.47,87,2
7060,76.86,87,2
7061,73.68,86,2
7062,80.95,86,2
7063,79.14,85,2
7064,82.74,88,2
7065,71.74,86,2
7066,75.11,86,2
7067,68.45,85,2
7068,72,86,2
7069,60.21,86,2
7070,64.55,86,2
7071,53.14,85,2
7072,75.24,86,2
7073,64.89,85,2
7074,67.3,86,2
7075,81.86,88,2
7076,73.21,88,2
7077,80.29,88,2
7078,72.95,88,2
7079,88.82,89,2
7080,77.45,86,2
7081,77.32,88,2
7082,71.59,88,2
7083,76.68,86,2
7084,77.21,86,2
7085,86.45,88,2
7086,71.29,89,2
7087,86.37,88,2
7088,75.82,85,2
7089,85.91,85,2
7090,80,84,2
7091,66.76,86,2
7092,78.91,86,2
7093,81.08,88,2
7094,76.72,86,2
7095,69.29,86,2
7096,85.95,88,2
7097,64.61,88,2
7098,91.23,90,2
7099,69.84,86,2
7100,72,84,2
7101,76.24,86,2
7102,76.41,90,2
7103,79.06,87,2
7104,80.3,86,2
7105,84.84,88,2
7106,58.43,86,2
7107,63.79,90,2
7108,87.1,88,2
7109,73.87,85,2
7110,82.6,86,2
7111,45.68,86,2
7112,84.95,86,2
7113,81.14,90,2
7114,81.5,86,2
7115,73.84,82,2
7116,75.14,88,2
7117,81.24,86,2
7118,83.05,90,2
7119,68.89,85,2
7120,76.68,85,2
7121,74.36,84,2
7122,61.13,88,2
7123,81,87,2
7124,61.53,87,2
7125,82.29,89,2
7126,48.43,87,2
7127,89.67,86,2
7128,59.91,86,2
7129,63.05,88,2
7130,66.65,87,2
7131,61.44,86,2
7132,79.76,87,2
7133,78.27,87,2
7134,48.24,87,2
7135,66.56,90,2
7136,62.41,89,2
7137,75.81,88,2
7138,50.89,86,2
7139,43,85,2
7140,71.81,88,2
7141,70.1,86,2
7142,72.53,86,2
7143,70.47,87,2
7144,74.5,87,2
7145,47.36,87,2
7146,87.2,89,2
7147,81.65,89,2
7148,50.53,87,2
7149,70.76,86,2
7150,70,87,2
7151,75.33,90,2
7152,63.18,87,2
7153,84.9,87,2
7154,91.47,87,2
7155,78.19,87,2
7156,69.45,90,2
7157,60.33,90,2
7158,68.73,91,2
7159,64.72,85,2
7160,77.85,83,2
7161,4.93,80,2
7162,76.35,87,2
7163,57.14,88,2
7164,77.09,91,2
7165,59.59,82,2
7166,68.14,90,2
7167,63.19,83,2
7168,78.41,92,2
7169,84.25,89,2
7170,56.91,85,2
7171,61.1,93,2
7172,66.65,90,2
7173,71.6,92,2
7174,67.43,88,2
7175,78.3,85,2
7176,74.78,90,2
7177,84.15,90,2
7178,85.53,88,2
7179,58.75,89,2
7180,74.05,85,2
7181,63.31,85,2
7182,61.6,92,2
7183,0.23,80,2
7184,57.5,90,2
7185,63.8,90,2
7186,57.9,91,2
7187,74.57,82,2
7188,89.81,88,2
7189,72.19,92,2
7190,53.6,89,2
7191,63.8,90,2
7192,60.57,84,2
7193,77.17,86,2
7194,70.64,94,2
7195,69.94,85,2
7196,61.29,90,2
7197,61.35,81,2
7198,69.95,91,2
7199,72.55,90,2
7200,53.3,90,2
7201,58.37,89,2
7202,61.78,85,2
7203,71.33,90,2
7204,61.75,86,2
7205,69.94,87,2
7206,63.23,90,2
7207,55.5,85,2
7208,71.68,90,2
7209,54.56,82,2
7210,64.89,84,2
7211,86.85,91,2
7212,63.67,83,2
7213,64.29,90,2
7214,69.32,89,2
7215,71.85,90,2
7216,85.68,87,2
7217,63.76,85,2
7218,66.33,82,2
7219,68.1,90,2
7220,75.23,84,2
7221,66.06,88,2
7222,70.05,89,2
7223,92.6,88,2
7224,66.82,89,2
7225,72.45,87,2
7226,77.27,89,2
7227,75.23,87,2
7228,71.06,88,2
7229,80.68,89,2
7230,73.55,87,2
7231,75.55,87,2
7232,71.47,82,2
7233,80.29,83,2
7234,67.75,83,2
7235,62.24,91,2
7236,61.52,81,2
7237,57.33,83,2
7238,72.1,89,2
7239,70.59,89,2
7240,42.94,88,2
7241,75.76,85,2
7242,62.15,83,2
7243,65.2,87,2
7244,59.6,87,2
7245,67.52,90,2
7246,77.24,87,2
7247,62.88,87,2
7248,60.75,88,2
7249,77.85,84,2
7250,31.87,78,2
7251,80.5,89,2
7252,75.95,85,2
7253,89.09,86,2
7254,87,81,2
7255,63.67,89,2
7256,66.45,87,2
7257,61.5,91,2
7258,77.75,92,2
7259,52.56,81,2
7260,93.85,88,2
7261,56.5,81,2
7262,52.16,83,2
7263,63.47,78,2
7264,69.41,88,2
7265,51.55,83,2
7266,71.3,88,2
7267,93.96,90,2
7268,60.25,87,2
7269,62.19,87,2
7270,68.12,88,2
7271,85.89,84,2
7272,79.32,87,2
7273,85,85,2
7274,55.4,81,2
7275,51.72,85,2
7276,58.45,90,2
7277,37.79,80,2
7278,50.86,86,2
7279,52.73,82,2
7280,62.86,88,2
7281,55,83,2
7282,55.68,89,2
7283,74.86,88,2
7284,52.05,81,2
7285,71.5,88,2
7286,70.52,88,2
7287,76,86,2
7288,64.09,89,2
7289,68,84,2
7290,56.95,82,2
7291,67.21,86,2
7292,64.4,93,2
7293,66.42,88,2
7294,57.48,83,2
7295,74.1,90,2
7296,74.9,81,2
7297,86.45,87,2
7298,65.32,86,2
7299,53.1,83,2
7300,48.94,92,2
7301,84.52,95,2
7302,66.27,86,2
7303,74,89,2
7304,54.72,87,2
7305,51.07,88,2
7306,44.89,83,2
7307,42.59,80,2
7308,59,87,2
7309,52.56,87,2
7310,76.1,88,2
7311,66.85,82,2
7312,58.88,82,2
7313,56.92,82,2
7314,55.86,84,2
7315,77,87,2
7316,87.1,93,2
7317,83.21,87,2
7318,65.79,88,2
7319,68.63,88,1
7320,74.05,87,2
7321,73.5,87,2
7322,69.71,86,2
7323,74.53,87,2
7324,77,94,2
7325,72.05,87,2
7326,84.53,87,2
7327,73.33,87,2
7328,76.05,87,2
7329,73.06,88,2
7330,67.14,87,2
7331,76.76,87,2
7332,81.65,87,2
7333,37.16,86,2
7334,70.11,90,2
7335,38.06,86,2
7336,81.86,93,2
7337,77.77,89,2
7338,66.33,87,2
7339,87.89,87,2
7340,52.1,87,2
7341,71.05,87,2
7342,83.29,85,2
7343,48.79,89,2
7344,75.05,87,2
7345,84.9,88,2
7346,73.73,88,2
7347,74.48,88,2
7348,65.57,88,2
7349,71.95,89,2
7350,66.18,86,2
7351,65.08,87,2
7352,68.84,94.5,2
7353,69.5,87,2
7354,66,87,2
7355,68.47,82,2
7356,64.84,84,2
7357,63.91,87,2
7358,67.35,87,2
7359,74.29,89,2
7360,55.88,87,2
7361,73.35,85,2
7362,64.22,87,2
7363,75.05,86,2
7364,78,87,2
7365,48.56,87,2
7366,52.53,86,2
7367,33.52,82,2
7368,76,82,3
7369,74.57,86,2
7370,90.24,86,2
7371,86.74,86.5,2
7372,51.5,87,2
7373,74.65,91,2
7374,59.09,87,2
7375,73.32,89,2
7376,63.94,88,2
7377,63.18,87,2
7378,70.14,89,2
7379,82,87,2
7380,61.24,89,2
7381,59.59,92,2
7382,92.76,92,2
7383,66.95,92.5,2
7384,70.65,88,2
7385,42,90,2
7386,62.71,87,2
7387,85.53,87,2
7388,71.12,95,2
7389,92.37,87,2
7390,55.26,87,2
7391,85.09,87,2
7392,75.14,88,2
7393,88.95,89,2
7394,70.94,87,2
7395,64.1,87,2
7396,61.52,87,2
7397,52.47,87,2
7398,75.53,87,2
7399,57,87,2
7400,85.77,88,2
7401,60,87,2
7402,60.56,87,2
7403,73.7,95,2
7404,68.39,87,2
7405,69.91,90,2
7406,68.14,95,2
7407,89.05,87,2
7408,69.24,90,2
7409,81.48,87,2
7410,49.18,87,2
7411,46.93,87,2
7412,66.41,87,2
7413,64.56,87,2
7414,81.11,81,2
7415,72.05,87,2
7416,80.43,91,2
7417,68.53,87,2
7418,77.26,87,2
7419,88.33,85,2
7420,75.21,87,2
7421,57.31,90,2
7422,56.24,87,2
7423,50.21,87,2
7424,61.35,87,2
7425,86.9,86.5,2
7426,58.38,86.5,2
7427,58.9,87,2
7428,75.48,85,2
7429,68.32,90,2
7430,67.24,90,2
7431,68.68,95,2
7432,68.13,88,2
7433,66,87,2
7434,56.48,85,2
7435,83.16,85,2
7436,76.65,87,2
7437,65.35,88,2
7438,56.35,88,2
7439,63.6,87,2
7440,68.62,86,2
7441,64.61,87,2
7442,47,87,2
7443,59.9,86,2
7444,56.55,85,2
7445,64.65,85,2
7446,72.55,87,2
7447,75.32,86,2
7448,60.85,85,2
7449,67.6,86,2
7450,66.76,86,2
7451,85.41,88,2
7452,70.38,86,2
7453,75.05,87,2
7454,65.29,85,2
7455,66.76,86,2
7456,64.27,85,2
7457,72.77,87,2
7458,64.25,85,2
7459,45.65,95,2
7460,71.65,87,2
7461,87.14,87,2
7462,65.47,90,2
7463,64.48,87,2
7464,80.41,90,2
7465,53.58,82,2
7466,41.21,86,2
7467,54.64,86,2
7468,58.1,81,2
7469,49.4,81,2
7470,75,84,2
7471,66.45,93,2
7472,37.36,85,2
7473,64.73,81,2
7474,58.24,82,2
7475,37.89,88,2
7476,51.25,86,2
7477,66.33,91,2
7478,78.52,89,2
7479,67.27,87,2
7480,64.5,82,2
7481,61.82,81,2
7482,58.33,86,2
7483,78.32,86,2
7484,86.3,86.5,2
7485,87.23,86.5,2
7486,84.52,86,2
7487,71.95,85,2
7488,54.32,86,2
7489,64.68,86,2
7490,33.71,91.5,2
7491,67.79,93,2
7492,63.57,93.5,2
7493,62.47,88,2
7494,64.19,90.5,2
7495,60,87,2
7496,64.95,89,2
7497,61.14,87,2
7498,54.78,86,2
7499,68.95,87,2
7500,62.62,88,2
7501,60.89,87,2
7502,56.53,85,2
7503,39.63,88,2
7504,70.05,87,2
7505,74.76,88,2
7506,74.43,88,2
7507,68.26,94.5,2
7508,68.57,89,2
7509,50.1,82,1
7510,70.48,87,2
7511,59.91,88,2
7512,78.86,91.5,2
7513,55.91,88,2
7514,72.1,87,2
7515,61.74,92.5,2
7516,72.53,87,2
7517,66.86,88,2
7518,89.19,95,2
7519,77.21,91,2
7520,72.89,87,2
7521,66.18,88,2
7522,71.05,87,2
7523,76.9,87,2
7524,62.29,88,2
7525,43.79,86,2
7526,79.1,87,2
7527,58.13,85,1
7528,67.63,89,2
7529,65.95,87,2
7530,48.47,86,2
7531,71.86,87,2
7532,74,87,2
7533,24.5,86,2
7534,61.52,87,2
7535,72.71,87,2
7536,64.57,86,2
7537,73.86,87,2
7538,64.68,86,2
7539,53.59,87,2
7540,67.55,86,2
7541,65.1,88,2
7542,68.91,86,2
7543,71.77,85,2
7544,51.43,85,2
7545,39.21,85,2
7546,88.47,85,2
7547,70.57,85,2
7548,72.62,85,2
7549,68.41,85,2
7550,61.84,92.5,2
7551,51,87,2
7552,91.89,85,2
7553,61.48,86,2
7554,65.68,85,2
7555,70.37,85,2
7556,59.43,85,2
7557,87.68,85,2
7558,69.62,88,2
7559,55.86,85,2
7560,89.42,85,2
7561,63.91,86,2
7562,88.62,87,2
7563,55.28,87,2
7564,71.24,86,2
7565,70.37,85,2
7566,73.14,87,2
7567,62.75,85,2
7568,73.81,92,2
7569,60.76,88,2
7570,70.16,85,2
7571,89.33,85,2
7572,70.6,85,2
7573,85.38,86,2
7574,90.82,85,2
7575,69.26,85,2
7576,59.76,86,2
7577,57.16,85,2
7578,74.42,85,2
7579,41.86,86,2
7580,73.95,93.5,2
7581,76.32,85,2
7582,59.2,85,2
7583,80.52,85,2
7584,60.81,86,2
7585,75.5,85,2
7586,56.47,87,2
7587,63.57,88,2
7588,75.33,85,2
7589,44.24,85,2
7590,77.52,89.5,2
7591,67,85,2
7592,76.23,85,2
7593,58.65,85,2
7594,65.76,85,2
7595,55.42,85,2
7596,50.86,86,2
7597,71.78,84,2
7598,70.86,87.5,2
7599,82.14,85,2
7600,49.32,85,2
7601,55.39,85,1
7602,52.67,93.5,2
7603,62.74,85,2
7604,81.22,91,2
7605,77.37,86,2
7606,62.14,85,2
7607,65.38,85,2
7608,51.42,85,2
7609,71.47,84,2
7610,56.19,85,2
7611,37.74,89,2
7612,60.86,84,2
7613,59.67,85,1
7614,64.11,87,2
7615,41.06,85,2
7616,85.67,92.5,2
7617,79.9,85,2
7618,55.9,85,2
7619,60.95,87,2
7620,76.83,87,2
7621,66.43,84,2
7622,87.95,92.5,2
7623,58.48,89.5,2
7624,82.48,90,2
7625,65.1,87,2
7626,74.29,85,2
7627,57.68,84,2
7628,66.95,86,2
7629,53.05,85,2
7630,71.26,88,2
7631,66.76,85,2
7632,61.89,85,2
7633,79.57,88,2
7634,78.19,90,2
7635,53.84,85,2
7636,47.41,85,2
7637,64.1,87,2
7638,49.37,90,2
7639,49.89,85,2
7640,79.38,93.5,2
7641,72.14,84,2
7642,83.8,87,2
7643,14.44,84,2
7644,44.85,84,2
7645,67.35,85,2
7646,67.4,84,2
7647,73.48,85,2
7648,11.37,84,2
7649,56.24,81,2
7650,84.1,89,2
7651,82.86,88,2
7652,61.06,86,2
7653,72.28,87,2
7654,67.86,86,2
7655,77.73,87,2
7656,71.11,85,2
7657,79.05,89,2
7658,76.5,89,2
7659,70.08,92,2
7660,66.33,85,2
7661,69.67,86,2
7662,50.4,79,2
7663,47.35,81,2
7664,68.33,85,2
7665,64.85,91,2
7666,50,80,2
7667,55.5,87,2
7668,72.63,86,2
7669,49.39,81,2
7670,80.12,85,2
7671,66.43,84,2
7672,58.77,86,2
7673,87.57,91.5,2
7674,59.17,86,2
7675,60.27,86,2
7676,41,80,2
7677,67.57,90,2
7678,58.33,89,2
7679,62.11,85,2
7680,75.17,86,2
7681,75.71,85,2
7682,55.75,85,2
7683,56.78,85,2
7684,79,85,2
7685,75.52,90,2
7686,39.59,85,2
7687,66.38,81,2
7688,53.5,81,2
7689,54.94,85,2
7690,71.06,88,2
7691,61.68,89,2
7692,67.26,86,2
7693,78,85,2
7694,62.67,85,2
7695,53.75,85,2
7696,78.86,85,2
7697,73.22,88,2
7698,46.13,85,2
7699,71.05,86,2
7700,64.77,88,2
7701,62.78,81,2
7702,58.07,81,2
7703,74.61,81,2
7704,74.52,85,2
7705,63.64,81,2
7706,76.83,87,2
7707,87.42,90,2
7708,59.38,82,2
7709,85,89,2
7710,78.5,84,2
7711,76.5,85,2
7712,86.86,88,2
7713,89.53,85,2
7714,69.65,82,2
7715,87.86,90,2
7716,55.55,84,2
7717,71.29,81,2
7718,79.61,83,2
7719,66.58,80,2
7720,85.4,89,2
7721,84,85,2
7722,80.28,83,2
7723,72.43,80,2
7724,57.42,88,2
7725,72.55,83,2
7726,62.5,81,2
7727,85.82,90,2
7728,90.74,85,2
7729,77.3,84,2
7730,67.33,81,2
7731,80.45,83,2
7732,74.79,87,2
7733,80.91,92,2
7734,83,83,2
7735,66.44,85,2
7736,42.43,81,2
7737,58.33,85,2
7738,82,88,2
7739,74.44,85,2
7740,81.27,83,2
7741,67.75,78,2
7742,64.5,84,2
7743,74.39,81,2
7744,72.06,81,2
7745,76.65,86,2
7746,65.26,88,2
7747,55.18,85,2
7748,50.89,85,2
7749,73.6,87,2
7750,77.47,83,2
7751,52.67,83,2
7752,69.14,86,2
7753,59.63,82,2
7754,31.4,80,2
7755,58.19,80,2
7756,60.29,82,2
7757,52.76,79,2
7758,53.05,80,2
7759,77.57,88,2
7760,54.84,86,2
7761,71.67,87,2
7762,50.16,85,2
7763,78.81,88,2
7764,67.05,85,2
7765,84.45,88,2
7766,66.95,85,2
7767,57.52,85,2
7768,67.58,83,2
7769,59.1,81,2
7770,77.71,82,2
7771,69.47,85,2
7772,58.89,85,2
7773,77.24,90,2
7774,70.19,86,2
7775,73.41,90,2
7776,74,86,2
7777,68.43,85,2
7778,84.25,90,2
7779,55.37,85,2
7780,50.48,81,2
7781,68.48,85,2
7782,77.38,85,2
7783,76.36,93,2
7784,61.29,86,2
7785,63,89,2
7786,51.23,86,2
7787,59.14,80,2
7788,62.26,85,2
7789,62.76,79,2
7790,42.9,86,2
7791,62.53,86,2
7792,71.05,85,2
7793,26.54,87,2
7794,83.36,86,2
7795,72.24,87,2
7796,77.58,86,2
7797,56,80,2
7798,65.63,85,2
7799,55.35,85,2
7800,67.91,83,2
7801,61.24,79,2
7802,45.94,85,2
7803,64.41,90,2
7804,75,87,2
7805,70.71,88,2
7806,85.57,88,2
7807,71,88,2
7808,61.1,88,2
7809,80.42,95,2
7810,71.89,88,2
7811,81.68,90,2
7812,78.83,88,2
7813,46.86,88,2
7814,78.04,84,2
7815,72.18,90,2
7816,67.81,88,2
7817,75.09,95,2
7818,68.86,87,2
7819,68.82,95,2
7820,74.57,88,2
7821,71.64,89,2
7822,70.37,87,2
7823,44.79,91,2
7824,82.24,87,2
7825,66.77,90,2
7826,71.1,91,2
7827,55.41,88,2
7828,70.18,91.5,2
7829,65.09,87,2
7830,63.05,89,2
7831,70.67,88,2
7832,60.32,95,2
7833,71.83,88,2
7834,89.17,93.5,2
7835,80.71,90.5,2
7836,50.52,91,2
7837,69.86,83,2
7838,68.71,91,2
7839,77,80,2
7840,67.32,91,2
7841,66.62,92,2
7842,69.36,89,2
7843,58.79,91,2
7844,56.55,87,2
7845,79.74,84,2
7846,69.29,83,2
7847,58.57,90,2
7848,59.39,87,2
7849,75.55,95,2
7850,72.12,84,2
7851,65.91,90.5,2
7852,51.09,89,2
7853,73.55,85,2
7854,63.95,89,2
7855,66.32,85,2
7856,81.64,90,2
7857,81.14,83,2
7858,50.63,85,2
7859,82.25,93.5,2
7860,72.3,85,2
7861,63.23,86,2
7862,63.8,84,2
7863,64.57,86,2
7864,69.41,87,2
7865,69.11,82,2
7866,63.83,87,2
7867,55.36,88,2
7868,64.77,80,2
7869,69.55,89,2
7870,75.32,87,2
7871,58.29,86,2
7872,58.57,85,2
7873,68.95,86,2
7874,68.41,87,2
7875,73.73,85,2
7876,70.14,89,2
7877,45.82,87,2
7878,72.09,91,2
7879,71.46,88,2
7880,63.44,90,2
7881,81.5,88,2
7882,79.67,92,2
7883,80.25,91,2
7884,62.64,86,2
7885,65.19,87,2
7886,71.82,88,2
7887,67.41,93.5,2
7888,66.26,87,2
7889,69,87,2
7890,53.86,93.5,2
7891,49.05,87,2
7892,70.14,89.5,2
7893,77.95,86,2
7894,78.85,85,2
7895,73.5,80,2
7896,55.41,88,2
7897,80.38,87,2
7898,61.68,86,2
7899,66.36,85,2
7900,66,72.5,2
7901,53.08,85,1
7902,24.95,77,2
7903,73.79,89,2
7904,60,87,2
7905,79.09,87,2
7906,75.86,89,2
7907,62.86,85,2
7908,69,90,2
7909,6.06,78,2
7910,41,78,2
7911,47.26,85,2
7912,68.12,86,2
7913,66.17,87,2
7914,70.05,86,2
7915,35.71,87,2
7916,61.84,87,2
7917,54.58,87,2
7918,67.79,87,2
7919,72.86,86,2
7920,62.11,87,2
7921,72.05,86,2
7922,82.45,92,2
7923,67.4,88,2
7924,84.71,87,2
7925,59.68,86,2
7926,70.38,87,2
7927,61,86,2
7928,66.24,87,2
7929,78,86,2
7930,93.76,87,2
7931,58.11,87,2
7932,59.38,87,2
7933,62.5,86,2
7934,73.74,87,2
7935,57.37,87,2
7936,54.26,87,2
7937,66.45,87,2
7938,65.74,86,2
7939,66.89,87,2
7940,88.14,86,2
7941,62.21,87,2
7942,64.68,86,2
7943,47.84,87,2
7944,63,87,2
7945,71.68,86,2
7946,78,87,2
7947,64.86,87,2
7948,59.9,87,2
7949,84.86,87,2
7950,75.14,86,2
7951,73.05,87,2
7952,81,86,2
7953,59.89,87,2
7954,67.52,86,2
7955,66.14,87,2
7956,87.78,88,2
7957,68.24,87,2
7958,71.19,86,2
7959,68.1,87,2
7960,61.55,86,2
7961,71.48,87,2
7962,53.42,87,2
7963,68.95,86,2
7964,70.24,86,2
7965,64.37,87,2
7966,39.63,86,2
7967,54.11,86,2
7968,59.84,88,2
7969,86.57,85,2
7970,81.81,87,2
7971,68.16,88,2
