number,academic,conduct,year
7972,95.05,87,2
7973,74.9,88,2
7974,66.33,86,2
7975,70.89,86,2
7976,52.42,86,2
7977,67.47,88,2
7978,61.41,86,2
7979,59.33,88,2
7980,67.76,86,2
7981,65.63,89,2
7982,73.52,87,2
7983,79.57,88,2
7984,83.95,87,2
7985,77.24,88,2
7986,64.9,87,2
7987,75.95,88,2
7988,74.79,86,2
7989,65.4,77.5,2
7990,63.84,87,2
7991,69.48,86,2
7992,64.47,86,2
7993,70.29,89,2
7994,71.67,87,2
7995,58.71,87,2
7996,82.48,87,2
7997,70.11,88,2
7998,65.55,86,2
7999,74.05,87,2
8000,63.95,87,2
8001,51.88,86,2
8002,93.76,87,2
8003,79.38,88,2
8004,58.11,86,2
8005,52.47,86,2
8006,49.48,87,2
8007,87.43,88,2
8008,87.18,85,2
8009,53.38,89,2
8010,71.05,86,2
8011,66.59,87,2
8012,67.71,86,2
8013,41.62,86,2
8014,51.79,87,2
8015,77.48,88,2
8016,71.14,87,2
8017,67.32,86,2
8018,53.74,86,2
8019,52.5,85,2
8020,76,87,2
8021,73.29,87,2
8022,61.21,87,2
8023,60.53,85,2
8024,73.11,86,2
8025,73.09,87,2
8026,53.05,86,2
8027,70.71,86,2
8028,89.81,87,2
8029,75.58,87,2
8030,73.78,88,2
8031,62.67,90,2
8032,84.86,87,2
8033,69.42,85,2
8034,69.52,89,2
8035,67.53,87,2
8036,66.16,87,2
8037,89.53,86,2
8038,86.7,88,2
8039,55.82,86,2
8040,68.86,87,2
8041,50.95,88,2
8042,87.62,87,2
8043,69.9,85,2
8044,72.47,86,2
8045,83.21,88,2
8046,90.37,86,2
8047,65.82,86,2
8048,66.84,87,2
8049,59.05,85,2
8050,63.58,87,2
8051,70.26,87,2
8052,87.48,87,2
8053,67.68,86,2
8054,69.35,86,2
8055,61.33,85,2
8056,71.42,86,2
8057,66.43,85,2
8058,67.42,85,2
8059,51.47,85,2
8060,68.74,85,2
8061,63.71,87,2
8062,62.05,88,2
8063,59.05,85,2
8064,65.32,87,2
8065,84.81,85,2
8066,70.62,88,2
8067,61.89,88,2
8068,80.74,85,2
8069,67.35,91,2
8070,65.06,85,2
8071,79.29,93,2
8072,78,92,2
8073,65.06,85,2
8074,64.71,85,2
8075,63.67,85,2
8076,47.95,86,2
8077,47.84,86,2
8078,57.32,90,2
8079,49.06,87,2
8080,79.53,92,2
8081,63.81,85,2
8082,82.33,85,2
8083,72.5,85,2
8084,49.06,87,2
8085,76.32,85,2
8086,55.63,85,2
8087,61.11,86,2
8088,60.42,85,2
8089,43.37,85,2
8090,63.74,86,2
8091,57.22,87,2
8092,68.1,89,2
8093,60,85,2
8094,60.79,86,2
8095,59.89,87,2
8096,54.05,85,2
8097,72.56,85,2
8098,69.18,87,2
8099,62.79,87,2
8100,68,85,2
8101,65.62,85,2
8102,68.21,89,2
8103,49.56,85,2
8104,56.9,85,2
8105,57,85,2
8106,70.74,85,2
8107,47.35,85,2
8108,67.95,85,2
8109,57.86,85,2
8110,76.33,90,2
8111,74.37,87,2
8112,76.5,86,2
8113,37.86,85,2
8114,74.24,89,2
8115,76.57,90,2
8116,62.89,90,2
8117,73.42,88,2
8118,47.5,90,2
8119,67.82,89,2
8120,79.09,85,2
8121,77.89,90,2
8122,74.42,87,2
8123,76.32,88,2
8124,74.05,87,2
8125,73.14,85,2
8126,65.14,88,2
8127,57,87,2
8128,71.16,89,2
8129,81.26,92,2
8130,63.48,94,2
8131,79.37,90,2
8132,70,87,2
8133,89.67,89,2
8134,83.1,87,2
8135,80.71,90,2
8136,58.58,88,2
8137,69.73,89,2
8138,83.79,87,2
8139,73.84,87,2
8140,57.89,88,2
8141,89.11,92,2
8142,14.81,86,2
8143,58.05,87,2
8144,88.24,88,2
8145,65.9,86,2
8146,53.05,86,2
8147,73.84,86,2
8148,84.48,91,2
8149,73.79,87,2
8150,60,88,2
8151,62.21,87,2
8152,61.11,86,2
8153,77.67,87,2
8154,47.06,89,2
8155,66.11,86,2
8156,41.78,85,2
8157,5.81,85,2
8158,62.48,86,2
8159,64.05,86,2
8160,68.85,85,2
8161,61,88,2
8162,69.15,89,2
8163,76.27,93,2
8164,68.7,85,2
8165,88.39,87,2
8166,74.1,85,2
8167,72.16,92,2
8168,79.73,85,2
8169,62.84,90,2
8170,82.92,85,2
8171,71.2,86,2
8172,91.71,84,2
8173,88.5,90,2
8174,76.68,90,2
8175,86.09,84,2
8176,55.21,86,2
8177,79.45,88,2
8178,72.59,89,2
8179,60.45,87,2
8180,67.25,88,2
8181,73.9,85,2
8182,81.75,89,2
8183,74.9,85,2
8184,86.48,88,2
8185,63.73,85,2
8186,55.2,85,2
8187,69.36,85,2
8188,64.38,87,2
8189,72.05,87,2
8190,59.59,88,2
8191,86.55,87,2
8192,69.9,89,2
8193,72,85,2
8194,81.31,90,2
8195,81.59,84,2
8196,70.29,88,2
8197,68.3,87,2
8198,63.91,86,2
8199,70.15,85,2
8200,63.84,88,2
8201,59.42,87,2
8202,73.05,86,2
8203,71.9,85,2
8204,92.2,87,2
8205,64.67,87,2
8206,84.8,85,2
8207,66.44,88,2
8208,66,84,2
8209,73.32,88,2
8210,70.29,85,2
8211,67.89,87,2
8212,58.81,84,2
8213,55.45,87,2
8214,91,87,2
8215,64.35,87,2
8216,66.58,85,2
8217,66.41,88,2
8218,83,84,2
8219,89.05,87,2
8220,79.18,85,2
8221,70.76,87,2
8222,79,85,2
8223,74.57,87,2
8224,74.24,86,2
8225,62.82,86,2
8226,87.5,88,2
8227,86.14,85,2
8228,74.45,86,2
8229,86.42,87,2
8230,87.58,87,2
8231,80.75,85,2
8232,71.59,87,2
8233,80,86,2
8234,73.94,87,2
8235,55,87,2
8236,46.53,87,1
8237,73.1,86,2
8238,60.77,85,2
8239,84.52,85,2
8240,84.76,87,2
8241,81.05,86,2
8242,59.47,85,2
8243,77.38,85,2
8244,66.45,85,2
8245,75.09,87,2
8246,72.2,84,2
8247,63.95,88,2
8248,68.26,84,2
8249,67.26,85,2
8250,55.06,84,2
8251,82.05,85,2
8252,54.5,85,2
8253,71.43,87,2
8254,64.65,89,2
8255,66,90,2
8256,57.56,85,2
8257,80.65,89,2
8258,70.81,95,2
8259,82.04,88,2
8260,65.05,88,2
8261,73.05,88,2
8262,82.71,87,2
8263,62.48,89,2
8264,68.95,82,2
8265,84.04,91,2
8266,58.42,92,2
8267,53.25,90,2
8268,68.38,89,2
8269,74.71,86,2
8270,63.19,89,2
8271,59.71,85,2
8272,59.71,90,2
8273,77.14,88,2
8274,77.81,89,2
8275,69.14,85,2
8276,78.24,90,2
8277,73.71,90,2
8278,82.95,88,2
8279,76.26,89,2
8280,75.28,91,2
8281,78.3,86,2
8282,73.13,89,2
8283,86.48,86,2
8284,68,81,2
8285,53.67,90,2
8286,63.43,87,2
8287,62.1,86,2
8288,56.48,93,2
8289,81.33,88,2
8290,80.64,88,2
8291,67.86,85,2
8292,79,92,2
8293,69.76,86,2
8294,78.67,86,2
8295,61.33,89,2
8296,75.14,89,2
8297,76.48,89,2
8298,89.08,86,2
8299,81.44,89,2
8300,83.32,88,2
8301,58.05,86,2
8302,77.9,90,2
8303,64.79,85,2
8304,80.9,87,2
8305,56.81,86,2
8306,50.8,85,2
8307,40.6,78,2
8308,52.75,78,2
8309,57.27,86,2
8310,64.63,85.5,2
8311,70.1,86,2
8312,69.74,80.5,2
8313,71.59,85.5,2
8314,61.88,83.5,2
8315,73.6,80.5,2
8316,65.95,81.5,2
8317,49.19,85.5,2
8318,77.32,80.5,2
8319,72.76,85.5,2
8320,67.1,79.5,2
8321,63.62,80.5,2
8322,57.26,86.5,2
8323,71.89,86.5,2
8324,79.65,84.5,2
8325,55.24,81,2
8326,63.79,86.5,2
8327,72.94,86.5,2
8328,57.24,84.5,2
8329,67.31,83.5,2
8330,72.37,85,2
8331,86.39,83,2
8332,80.33,83,2
8333,63.53,83.5,2
8334,62.35,83.5,2
8335,73.67,86,2
8336,76.79,86.5,2
8337,59.5,86,2
8338,68.47,79,2
8339,62.16,86,2
8340,66.86,80,2
8341,71.16,81,2
8342,68.71,86,2
8343,71.84,90,2
8344,70.25,81,2
8345,66.95,86,2
8346,68.32,84,2
8347,73.75,85.5,2
8348,67.19,85.5,2
8349,72.71,85.5,2
8350,75.05,85.5,2
8351,74.29,81.5,2
8352,81.14,80.5,2
8353,78.11,86,2
8354,52.47,85.5,2
8355,60.29,83.5,2
8356,69.69,81.5,2
8357,80,80.5,2
8358,79.05,85.5,2
8359,55.56,80,2
8360,65.41,87.5,2
8361,54.6,84.5,2
8362,71.86,81,2
8363,72.67,84,2
8364,61.48,79,2
8365,78.1,86,2
8366,85.33,86,2
8367,64.42,86,2
8368,68.95,86,2
8369,75.84,86,2
8370,73.3,83,2
8371,71.35,82,2
8372,82.57,88,2
8373,72.55,85,2
8374,82.64,84,2
8375,65,83,2
8376,76.95,85,2
8377,81.82,81,2
8378,80.74,89,2
8379,80.32,90,2
8380,75.05,82,2
8381,77.36,83,2
8382,70.22,87,2
8383,52,85,2
8384,72.27,79,2
8385,70.64,83,2
8386,69.86,82,2
8387,65.9,89,2
8388,75.55,85,2
8389,68.6,85,2
8390,78.48,87,2
8391,68.5,89,2
8392,75.95,86,2
8393,80.9,89,2
8394,72.1,84,2
8395,67.82,84,2
8396,78.55,86,2
8397,68.5,88,2
8398,62.33,79,2
8399,71.95,89,2
8400,83.05,85,2
8401,59.28,83,2
8402,74.23,81,2
8403,79.59,85,2
8404,82.1,83,2
8405,62.42,78,2
8406,82.4,85,2
8407,48.95,83,2
8408,63.63,81,2
8409,67.55,90,2
8410,79.91,86,2
8411,70.2,88,2
8412,80.95,86,2
8413,69.8,88,2
8414,77.36,80,2
8415,58.73,85,2
8416,69.67,82,2
8417,80.14,88,2
8418,71.15,86,2
8419,73.5,90,2
8420,72.95,81,2
8421,79.45,88,2
8422,79.55,85,2
8423,63.88,86,2
8424,69.55,81,2
8425,73.5,89,2
8426,79.55,82,2
8427,62.25,81,2
8428,74.9,88,2
8429,76.5,86,2
8430,69.09,85,2
8431,73.68,86,2
8432,72.55,89,2
8433,78.95,89,2
8434,70.05,86,2
8435,67.67,86,2
8436,66.32,85,2
8437,80.71,82,2
8438,81.05,89,2
8439,82.19,82,2
8440,85.29,89,2
8441,83.24,90,2
8442,80.11,85,2
8443,82,89,2
8444,84.94,87,2
8445,79.53,90,2
8446,79.14,85,2
8447,81,87,2
8448,86.19,86,2
8449,82.48,87,2
8450,68.16,82,2
8451,87.19,87,2
8452,78.95,89,2
8453,73.86,86,2
8454,83.14,87,2
8455,75.86,92,2
8456,83.19,82,2
8457,74.48,86,2
8458,73.33,84,2
8459,89.48,83,2
8460,79.53,88,2
8461,81.63,85,2
8462,71.68,87,2
8463,82.63,86,2
8464,83.32,87,2
8465,47.67,84,2
8466,79.47,81,2
8467,69.52,82,2
8468,63.16,79,2
8469,67.12,82,2
8470,66.79,79,2
8471,79.26,85,2
8472,85,89,2
8473,85.05,84,2
8474,47.29,82,2
8475,63.52,80,2
8476,83.32,87,2
8477,80.79,90,2
8478,77.24,82,2
8479,76.18,81,2
8480,14.38,85,2
8481,81.43,87,2
8482,87.43,85,2
8483,74.59,86,2
8484,76.1,81,2
8485,85.79,87,2
8486,86,89,2
8487,83.68,90,2
8488,82.35,83,2
8489,75.19,86,2
8490,78.61,82,2
8491,84.09,87,2
8492,73.05,87,2
8493,85.27,85,2
8494,85.14,88,2
8495,79.53,86,2
8496,82.95,89,2
8497,77.32,87,2
8498,76.4,91,2
8499,80.5,84,2
8500,79.24,80,2
8501,78.95,86,2
8502,79.81,85,2
8503,72.86,82,2
8504,72.64,86,2
8505,74.24,79,2
8506,72.95,81,2
8507,76.76,86,2
8508,78.67,81,2
8509,79.48,85,2
8510,73.43,85,2
8511,83.35,86,2
8512,77.38,87,2
8513,78.61,82,2
8514,73.1,81,2
8515,71.38,86,2
8516,74.19,83,2
8517,75.36,87,2
8518,79.17,82,2
8519,79.29,87,2
8520,72.19,79,2
8521,77.33,81,2
8522,78.95,85,2
8523,73.95,81,2
8524,75.19,81,2
8525,71.24,81,2
8526,79.67,85,2
8527,69.24,80,2
8528,76.33,87,2
8529,75.86,81,2
8530,72.81,80,2
8531,83.83,83,2
8532,82.91,86,2
8533,80.96,82,2
8534,73.57,89,2
8535,82.92,86,2
8536,82.19,85,2
8537,77.71,85,2
8538,74.29,85,2
8539,74.29,86,2
8540,79.57,81,2
8541,78.05,81,2
8542,75.33,81,2
8543,79.86,88,2
8544,82.58,84,2
8545,79.67,88,2
8546,68.24,84,2
8547,79.67,83,2
8548,69.67,86,2
8549,72.38,90,2
8550,78.41,89,2
8551,65.57,84,2
8552,64.14,88,2
8553,85,88,2
8554,78.14,89,2
8555,65.9,89,2
8556,74.64,86,2
8557,74.11,91,2
8558,68.89,91,2
8559,83.94,91,2
8560,66.47,90,2
8561,45.24,89,2
8562,68.4,93,2
8563,84.71,91,2
8564,52.12,89,2
8565,75.26,92,2
8566,47.93,89,2
8567,45.47,83,2
8568,28.1,87,2
8569,52.47,90,2
8570,72.56,89,2
8571,40.4,88,2
8572,48.29,89,2
8573,56.24,88,2
8574,24.95,88,2
8575,85.29,91,2
8576,75.05,93,2
8577,69.73,87,2
8578,77.05,91,2
8579,83.18,92,2
8580,76.36,87,2
8581,72.67,85,2
8582,72.33,80,2
8583,78.08,89,2
8584,65.14,87,2
8585,89.62,87,2
8586,91.16,85,2
8587,68.45,84,2
8588,66.79,86,2
8589,76.58,93.5,2
8590,85.64,86,2
8591,34.15,85,2
8592,70.61,87,2
8593,79.32,91,2
8594,71.18,87,2
8595,55.13,88,2
8596,72.94,89,2
8597,72.76,87,2
8598,76.1,91,2
8599,81,95,2
8600,27.86,87,2
8601,69.24,90.5,2
8602,70.05,87,2
8603,84.85,90,2
8604,80.25,86,2
8605,72.45,91,2
8606,66.44,90,2
8607,79.95,86,2
8608,69.2,90,2
8609,64.14,86,2
8610,85.95,89,2
8611,68.53,92,2
8612,81.86,87,2
8613,90.25,87,2
8614,46.58,87,2
8615,78,88,2
8616,74.52,91,2
8617,82.12,90,1
8618,76.43,89,2
8619,79.05,88,2
8620,66,90.5,2
8621,83.57,89,2
8622,81.21,89,2
8623,75.67,87,2
8624,77.52,85,2
8625,68.6,86,2
8626,79.9,89,2
8627,84.73,81,2
8628,67.42,86,2
8629,77.42,85,2
8630,80.37,79,2
8631,86.96,85,2
8632,87.29,87,2
8633,69.81,85,2
8634,72,84,2
8635,78.47,92,2
8636,79.74,89,2
8637,77.29,89,2
8638,88.24,85,2
8639,70.61,84,2
8640,67.21,87,2
8641,85.16,92,2
8642,76.47,89,2
8643,69.21,87,2
8644,77.24,87,2
8645,66.35,87,2
8646,76.35,89,2
8647,67.68,88,2
8648,81.62,87,2
8649,71.35,87,2
8650,71.52,89,2
8651,70.53,88,2
8652,77.58,88,2
8653,76.26,87,2
8654,59.74,85,2
8655,69,89,2
8656,72.24,85,2
8657,80.95,88,2
8658,69.76,83,2
8659,65.63,84,2
8660,69.24,87,2
8661,72.33,83,2
8662,75.47,86,2
8663,78.05,89,2
8664,67.1,88,2
8665,64.55,85,2
8666,68.35,89,2
8667,71.79,89,2
8668,83.14,87,2
8669,78.26,90,2
8670,75.11,87,2
8671,68.65,87,2
8672,89.76,85,2
8673,80.82,85,2
8674,81.58,83,2
8675,49.18,81,2
8676,72.94,87,2
8677,70.39,86,2
8678,77.83,82,2
8679,84.38,87,2
8680,70.9,88,2
8681,81.9,87,2
8682,78.68,94,2
8683,71.9,85,2
8684,58.61,85,2
8685,60.75,88,2
8686,70.89,85,2
8687,79.1,88,2
8688,83.22,82,2
8689,74.15,86,2
8690,92.08,83,2
8691,78.76,87,2
8692,70.6,89,2
8693,81.64,87,2
8694,77.61,82,2
8695,68.11,88,2
8696,65.83,82,2
8697,75.67,89,2
8698,79.75,87,2
8699,81.82,87,2
8700,84.52,91,2
8701,66.33,86,2
8702,76.2,86,2
8703,64.9,88,2
8704,69.24,82,2
8705,57.45,87,2
8706,78.74,87,2
8707,70.75,86,2
8708,76.75,88,2
8709,65.2,84,2
8710,76.5,88,2
8711,66.5,88,2
8712,61.61,90,2
8713,67.25,87,2
8714,74.3,88,2
8715,68.39,86,2
8716,69.95,87,2
8717,69.63,84,2
8718,70.82,88,2
8719,71.28,87,2
8720,76.27,92,2
8721,63.3,87,2
8722,72.85,85,2
8723,68.9,88,2
8724,74.5,86,4
8725,61.35,85,4
8726,63,90,2
8727,66.47,87,2
8728,71.85,87,2
8729,51.5,85,1
8730,88.27,87,2
8731,79.14,90,2
8732,76.53,85,2
8733,74.76,85,2
8734,67.24,84,2
8735,94.16,91,2
8736,63.9,85,2
8737,77.45,83,2
8738,74.35,81,2
8739,72.53,78,2
8740,84.26,83,2
8741,59.33,89,2
8742,87.43,86,2
8743,64.06,83,2
8744,67.76,85,2
8745,68.55,82,2
8746,78.2,88,2
8747,89.24,88,2
8748,42.06,79,2
8749,82.21,85,2
8750,61.79,85,2
8751,74.06,88,2
8752,66.53,85,2
8753,75.33,88,2
8754,70.63,85,2
8755,65.41,78,2
8756,73.06,80,2
8757,65.63,86,2
8758,35.43,85,1
8759,78.11,86,2
8760,74.36,78,2
8761,75.16,84,2
8762,75.95,86,2
8763,69.76,86,2
8764,45.78,78,2
8765,75,82,2
8766,79.06,90,2
8767,89.21,85,2
8768,81.05,85,2
8769,53.59,85,2
8770,81.74,85,2
8771,74.81,85,2
8772,73.84,90,2
8773,63.29,84,2
8774,71.85,87,2
8775,80.52,85,2
8776,61.62,80,2
8777,91.25,84,2
8778,69.52,85,2
8779,74.26,85,2
8780,64.31,84,4
8781,75.53,84,4
8782,63.48,88,2
8783,78.77,88,2
8784,79.95,85,2
8785,77.3,81,2
8786,63.71,85,2
8787,66.71,78,2
8788,67.41,92,2
8789,71.57,83,2
8790,85.54,85,2
8791,72.92,84,2
8792,71.48,78,2
8793,72.95,87,2
8794,71.68,84,2
8795,80.85,87,2
8796,92.58,89,2
8797,83.22,85,2
8798,73,89,2
8799,63,87,2
8800,68.61,94,2
8801,59.71,84,2
8802,81.5,91,2
8803,70.91,89,2
8804,62.76,87,2
8805,62.64,78,2
8806,70.6,81,2
8807,76.95,89,2
8808,68.7,90,2
8809,77.95,90,2
8810,53.7,87,2
8811,81.12,88,2
8812,71.23,84,2
8813,94.27,85,2
8814,76.74,79,2
8815,70.7,85,2
8816,61.05,78,2
8817,91.38,85,2
8818,75.6,79,2
8819,52.58,79,2
8820,78.84,85,2
8821,67.33,87,2
8822,55.5,78,2
8823,72.36,83,2
8824,67.13,89,2
8825,66.33,82,2
8826,74.41,90,2
8827,72.55,85,2
8828,57.39,80,2
8829,79.3,85,2
8830,72.11,83,2
8831,72.95,85,2
8832,76.04,85,2
8833,57.95,85,2
8834,80.2,87,2
8835,78.31,86,4
8836,81.46,85,4
8837,49.35,87,2
8838,76.05,84,2
8839,73.76,91.5,2
8840,65.1,87,2
8841,84.65,90.5,2
8842,81.24,90.5,2
8843,77.68,89,2
8844,77,87,2
8845,78.62,87,2
8846,84.38,87,2
8847,80.64,89,2
8848,79.35,87,2
8849,87.13,87,2
8850,69.56,85,2
8851,49.5,85,2
8852,68.95,85,2
8853,75.13,89,2
8854,81.52,86,2
8855,77.48,87,2
8856,84.45,86,1
8857,73.14,86,2
8858,67.86,86,2
8859,84.19,91,2
8860,82.05,87,2
8861,83.38,87,2
8862,61.05,89.5,2
8863,82.24,87,2
8864,82.18,87,2
8865,66,86,2
8866,86.5,86,2
8867,79.71,87,2
8868,76.05,86,2
8869,66.95,91,2
8870,70.74,85,2
8871,68.47,88,2
8872,78.73,86,2
8873,77,91,2
8874,65.41,89,2
8875,88.83,88,2
8876,70.45,84,2
8877,61.82,90,2
8878,63.73,92,2
8879,67.78,86,2
8880,75.67,87,2
8881,75.95,87,2
8882,93.1,91,2
8883,74.9,86,2
8884,69.19,88,2
8885,64.86,90.5,2
8886,67.53,86,2
8887,79.23,83,2
8888,65.05,88,2
8889,52.75,85,2
8890,58.05,84,2
8891,66.67,87,2
8892,81.24,86,2
8893,81.77,87,2
8894,86.41,87,2
8895,86.15,89,2
8896,77.57,86,2
8897,86.65,90.5,2
8898,77.36,91.5,2
8899,80.95,89,2
8900,80.18,91.5,2
8901,75.4,89,2
8902,85.27,87,2
8903,80.61,86,2
8904,75.79,87,2
8905,73.81,86,2
8906,65.45,91.5,2
8907,83.14,87,2
8908,72.23,87,2
8909,65.86,85.5,2
8910,82.52,82,2
8911,74.85,87,2
8912,69.95,93.5,2
8913,69.19,87,2
8914,76.95,89,2
8915,79.59,86,2
8916,83.7,87,2
8917,78.45,85,2
8918,76.62,89,2
8919,80.2,87,2
8920,69,87,2
8921,76.05,86,2
8922,85.38,85,2
8923,83.8,87,2
8924,83.95,87,2
8925,77.18,87,2
8926,87.17,89,2
8927,75.6,86,2
8928,80.27,87,2
8929,78.1,87,2
8930,71.36,93.5,2
8931,61.5,85,2
8932,83.1,86,2
8933,58.48,89.5,2
8934,59.55,90.5,2
8935,81.05,87,2
8936,82.19,87,2
8937,85.11,86,2
8938,65.5,86,2
8939,71.41,84,2
8940,65.95,86,2
8941,72.57,85,2
8942,66.42,85,2
8943,76.22,86,2
8944,37.08,82,2
8945,86.6,93,2
8946,89.45,89,2
8947,67.16,91,2
8948,86.2,91,2
8949,69,93,2
8950,83.36,89,2
8951,80.09,89,2
8952,70.1,93,2
8953,82.52,91,2
8954,89.05,90,2
8955,86.33,93,2
8956,63.43,91,2
8957,66.78,93,2
8958,81.57,92.5,2
8959,80.4,94,2
8960,79.62,91,2
8961,81.05,91,2
8962,79.29,95,2
8963,75.71,93,2
8964,70.25,95,2
8965,72.1,95,2
8966,73.95,88,2
8967,80.9,88,2
8968,60.81,88,2
8969,80.68,91,2
8970,87.65,93,2
8971,71.15,89,2
8972,70.55,90,2
8973,73.23,89,2
8974,74.05,91,2
8975,70.5,91,2
8976,82.79,91,2
8977,73.52,93,2
8978,90,89,2
8979,81.55,91,2
8980,43.53,88,2
8981,77.52,90,2
8982,87.05,89,2
8983,84.44,91,2
8984,80.05,91,2
8985,71.09,94,2
8986,59.19,79,2
8987,76.3,86,2
8988,81,89,2
8989,73.77,91,2
8990,68.43,91,2
8991,82.29,89,2
8992,68.33,90,2
8993,88.22,89,2
8994,51.29,91,2
8995,66.05,82,2
8996,92.37,88,2
8997,75.23,87,2
8998,85.05,86,2
8999,79.89,95,2
9000,76.25,80,2
9001,73.33,91,2
9002,75.05,91,2
9003,84.15,87,2
9004,86.61,87,2
9005,82.79,88,2
9006,89.77,89,2
9007,84.65,93,2
9008,87.79,88,2
9009,87.19,84,2
9010,72.16,89,2
9011,94.5,89,2
9012,91.35,88,2
9013,92.81,90,2
9014,89.3,92,2
9015,66.45,92,2
9016,75.36,90,2
9017,70.86,90,2
9018,78.33,87,2
9019,81.21,92,2
9020,80.5,88,2
9021,75.89,89.5,2
9022,77.53,89,2
9023,85.39,85,2
9024,83.28,90,2
9025,88.5,93,2
9026,84.42,90,2
9027,65.17,87,2
9028,72.61,88,2
9029,74.05,87,2
9030,75.05,86,2
9031,73.89,87,2
9032,73.57,92,2
9033,65.75,87,2
9034,78.95,90,2
9035,68.4,88,2
9036,79.3,91,2
9037,75.25,84,2
9038,76.71,91,2
9039,61,92,2
9040,71.15,86,2
9041,77.74,91,2
9042,68,87,2
9043,84.76,92,2
9044,65.31,87,2
9045,70.55,86,2
9046,72.36,87,2
9047,88.25,90,2
9048,86.19,86,2
9049,65.22,85,2
9050,80.77,93,2
9051,82.52,87,2
9052,77.17,87,2
9053,84,92,2
9054,80,91,2
9055,79.88,91,2
9056,94.04,92,2
9057,95.15,91,2
9058,88.85,92,2
9059,74.35,91,2
9060,75.26,91,2
9061,86.95,91,2
9062,91.62,87,2
9063,83.25,89,2
9064,90.45,87,2
9065,83.62,91,2
9066,78.38,89.5,2
9067,78.3,91,2
9068,79.24,89,2
9069,61.41,91,2
9070,75.94,88,2
9071,62.77,93,2
9072,80.78,87,2
9073,78.71,91,2
9074,63.45,89,2
9075,78.67,91,2
9076,69.59,86,2
9077,63.77,85,2
9078,91.14,95,2
9079,82.48,89,2
9080,81.78,89,2
9081,71.71,84,2
9082,78.71,87,2
9083,81.81,88,2
9084,73.32,91,2
9085,83.16,87,2
9086,81.52,87,2
9087,79.28,94,2
9088,81.91,89,2
9089,77,93,2
9090,69.81,91,2
9091,87.94,87,2
9092,75.24,91,2
9093,72.35,91,2
9094,69.94,87,2
9095,76.6,89,2
9096,76.33,84,2
9097,89.55,92,2
9098,75.25,91,2
9099,79.12,87,2
9100,72.82,84,2
9101,80.56,86,2
9102,81.33,87,2
9103,86.47,87,2
9104,60.23,88,2
9105,33.05,85,2
9106,64.6,85,2
9107,64.18,85,2
9108,71.74,85,2
9109,73.53,85,2
9110,72.72,85,2
9111,70.05,85,2
9112,65.33,85,2
9113,72,88,2
9114,72.43,87,2
9115,81.09,85,2
9116,57.11,85,2
9117,54.27,85,2
9118,85.74,85,2
9119,60,85,2
9120,68.95,85,2
9121,78.48,88,2
9122,72.82,85,2
9123,72.19,88,2
9124,71.32,85,2
9125,67.92,85,2
9126,67.83,85,2
9127,72.21,88,2
9128,77.37,91,2
9129,61.78,85,2
9130,54.59,85,2
9131,75.08,87,2
9132,69.73,88,2
9133,74.09,85,2
9134,53.84,85,2
9135,76.68,85,2
9136,70.68,85,2
9137,61.11,87,2
9138,61.4,85,2
9139,72.71,87,2
9140,58.17,85,2
9141,75.37,85,2
9142,75.36,85,2
9143,54.06,88,2
9144,80.53,85,2
9145,67.67,85,2
9146,64.55,88,2
9147,64.29,85,2
9148,64.95,85,2
9149,12.28,85,2
9150,73.68,85,2
9151,80.42,85,2
9152,90.82,85,2
9153,68.52,90,2
9154,77.43,87,2
9155,82.95,89,2
9156,64.45,87,2
9157,72,90,2
9158,76.16,90,2
9159,77.84,88,2
9160,49.5,87,2
9161,85.71,89,2
9162,60.91,87,2
9163,84.91,87,2
9164,71.41,87,2
9165,82.19,88,2
9166,79.55,90,2
9167,79.57,90,2
9168,68.65,87,2
9169,67.29,88,2
9170,73.53,88,2
9171,81.37,88,2
9172,76.65,87,2
9173,78.32,90,2
9174,74.74,88,2
9175,84.19,90,2
9176,75.32,89,2
9177,56.76,90,2
9178,86.41,87,2
9179,54.89,85,2
9180,76.79,87,2
9181,77.74,90,2
9182,64.47,90,2
9183,76,90,2
9184,81.14,90,2
9185,85.38,90,2
9186,73.16,91,2
9187,73.89,87,2
9188,63.8,87,2
9189,82.05,90,2
9190,53.56,88,2
9191,64.2,87,2
9192,68.59,88,2
9193,73.74,90,2
9194,42.33,88,2
9195,66.9,87,2
9196,74.79,87,2
9197,69.86,90,2
9198,73.25,90,2
9199,76.33,87,2
9200,71.19,90,2
9201,69.81,87,2
9202,72.04,89,2
9203,73.79,87,2
9204,60.95,87,2
9205,30,93,2
9206,77.06,95,2
9207,79.24,89,2
9208,68.18,87,2
9209,66.11,85,2
9210,70.1,95,2
9211,56.68,95,2
9212,73.84,91,2
9213,81.76,89,2
9214,72.9,87,2
9215,72.37,89,2
9216,64.89,91,2
9217,64.59,89,2
9218,72.82,87,2
9219,78,87,2
9220,56.58,87,2
9221,58.52,89,2
9222,58.71,87,2
9223,77.28,95,2
9224,63.26,89,2
9225,65.38,87,2
9226,73.32,87,2
9227,67.32,91,2
9228,72.04,87,2
9229,72,87,2
9230,41.21,85,2
9231,66.68,89,2
9232,47.85,87,2
9233,66.81,89,2
9234,66.47,93,2
9235,72.33,87,2
9236,48.74,80,2
9237,63.82,89,2
9238,72.42,89,2
9239,76.29,85,2
9240,76.9,87,2
9241,76.43,89,2
9242,81.9,87,2
